sim_number,price_vnd
838911567,500000
368736879,5000000
969431917,500000
866366436,450000
914383738,3000000
332152566,450000
852574574,10000000
899088908,86000000
776761761,10000000
879483738,500000
702682182,1000000
913612399,11000000
333710399,450000
947600365,1000000
784339339,10000000
817775253,3000000
846779968,3000000
877994088,500000
932770555,3000000
344121366,10000000
779526666,12600000
706092015,15000000
367434445,11300000
335972486,450000
886456856,500000
365251088,450000
836977797,3000000
901638836,500000
393593935,500000
333990669,450000
836983188,3000000
906994993,1000000
845239678,11325000
367153567,450000
816131818,3000000
344060775,450000
866868128,500000
912969779,14650000
763039654,1000000
896711811,12000000
396685686,3000000
328158366,450000
763567267,1000000
848406879,1000000
356777000,12000000
909823841,500000
949682345,67000000
705179339,3000000
965089311,500000
338625986,3000000
336190639,450000
921857999,11600000
879882285,500000
879288486,500000
909107350,1000000
762781974,1000000
786000008,5000000
762658484,1000000
336260795,450000
827061996,12000000
343257997,450000
334458239,450000
344136968,450000
819926789,180000000
866054562,450000
778090999,12000000
935363895,12000000
353316539,450000
353740740,3000000
971864808,1000000
865369039,450000
945377160,1000000
399967688,5000000
586592005,500000
796263868,3000000
336251174,450000
332034868,5000000
905086685,500000
971695549,450000
879591389,500000
925776686,12000000
909884950,500000
343603966,450000
336230281,450000
773336239,1000000
797912000,13000000
333220290,450000
344132988,450000
763741982,1000000
932345822,1000000
399678717,12000000
931433542,3000000
931810244,500000
762788100,1000000
917366439,500000
925541888,14100000
329766624,450000
931418200,500000
898315177,1000000
946086790,1000000
819299555,500000
869639568,3000000
902771745,500000
798272272,10000000
969218179,5000000
909371308,500000
343633373,450000
989387399,65000000
326382139,450000
973957997,800000000
393246810,1000000
708109709,1000000
901739608,57000000
828797977,5000000
819391678,11325000
776261432,5000000
853156228,14000000
383033699,3000000
862941771,450000
703336688,10800000
363042444,1000000
708084345,1000000
783816999,5000000
763710719,1000000
856898589,12000000
332543639,450000
373560000,12400000
762751851,1000000
706052014,15000000
898088900,3000000
981769161,500000
931383168,1000000
326946439,450000
763577066,1000000
377473299,450000
986888272,5000000
784551999,13200000
795148889,50000000
819298698,3000000
943863705,1000000
862959293,450000
763044377,1000000
868388666,72000000
983162224,450000
763522522,1000000
877120779,500000
922967666,65000000
349111100,450000
332568739,450000
842366668,12000000
888889130,10300000
329552466,450000
383370388,500000
369846886,13600000
824817678,11325000
988240473,450000
392162997,10100000
795713711,1000000
879488567,500000
387712179,450000
399255772,500000
763516345,1000000
972200248,450000
766949969,3000000
329428839,450000
985987482,450000
346517123,450000
327850866,450000
336016986,450000
333968978,5000000
528981995,500000
988907489,3000000
916514524,50000000
565102005,500000
328635339,450000
763522099,1000000
378626388,1000000
944784106,1000000
833196296,3000000
866270282,450000
975020853,500000
862676779,5000000
978968789,222000000
975447441,450000
877117756,500000
988882655,125000000
925102388,500000
943594991,500000
763581975,1000000
586912004,500000
334280490,450000
889575139,1000000
933231981,10000000
357665888,11500000
335170839,450000
898118881,11429000
828999986,12000000
986844974,3000000
327335399,450000
935044663,3000000
343350234,450000
837868886,3000000
582344222,3000000
972795461,450000
856555599,5000000
961664686,500000
877334478,500000
835678900,3000000
941792460,1000000
375877566,500000
989171002,5000000
365295786,450000
708780870,1000000
335850739,450000
332958639,450000
795616615,1000000
896661888,5000000
332777082,500000
975854344,500000
344208468,450000
984291275,450000
828579579,3000000
857586333,3000000
335296239,450000
879611131,500000
344697999,435000000
982228883,5000000
877116641,500000
336000986,1000000
346982888,10000000
829113939,5000000
327758099,450000
339167788,10200000
936558244,500000
964082013,5000000
971568539,450000
988859916,5000000
587091995,500000
815833099,500000
566732003,500000
865041341,450000
375377977,3000000
357205968,500000
702764234,1000000
906112028,10000000
971982013,13400000
776191171,1000000
935688368,10000000
968352024,3000000
785660888,3000000
832345185,10000000
336271539,450000
911426262,5000000
879929332,500000
889487968,14000000
909498479,3000000
879933772,500000
981710151,500000
336060490,450000
945376996,3000000
972534236,450000
938624680,500000
763688366,1000000
362679686,3000000
343266646,500000
984731626,800000000
329221074,450000
909178532,1000000
896667895,14000000
333964777,3000000
707001212,99500000
563888456,12000000
334880286,450000
832222898,500000
773693555,5000000
968351997,50000000
903126445,1000000
762645012,1000000
344170568,450000
865254884,450000
339556666,54000000
335463799,450000
889789222,3000000
327382966,450000
708986689,10000000
866290108,450000
336655186,5000000
877004388,500000
389999165,500000
869835265,500000
869979789,5000000
824034678,11325000
988665749,450000
764266123,1000000
944732327,1000000
879217286,500000
567668679,5000000
969303271,1000000
788504333,1000000
967372611,500000
823987999,15000000
829051525,10000000
943978933,1000000
833384789,3000000
818222828,3000000
349700969,450000
329120977,450000
923109111,3000000
914752222,3000000
847932678,11325000
708017617,1000000
967702011,3000000
359814288,1000000
947989943,1000000
763508345,1000000
568877986,5000000
927319889,500000
865719478,1000000
824471678,11325000
332870444,450000
326786586,450000
909172668,12000000
855383868,3000000
762688484,1000000
797220597,1000000
327177741,450000
971808585,3000000
983955739,500000
763684687,1000000
865082788,450000
334304366,450000
823151818,3000000
342902018,450000
796464540,75000000
335339236,450000
949805268,5000000
917290957,5000000
327306739,450000
762701975,1000000
762504704,1000000
915913338,13900000
879882287,500000
388806556,450000
909290496,3000000
395986869,3000000
818808800,500000
888191003,3000000
868281299,3000000
862978069,450000
363420139,450000
329045550,450000
848842011,3000000
914818288,3000000
855680808,85000000
343419739,450000
877010766,500000
344321118,450000
867607789,5000000
847120378,1000000
523456780,80000000
943619880,1000000
862999418,450000
903095404,1000000
327050385,450000
523471982,500000
335080808,450000
926588000,3000000
796229977,3000000
945441288,1000000
767214666,1000000
845696666,61450000
898379837,3000000
941981911,500000
856191191,13900000
877110302,500000
948629336,1000000
855704123,5000000
944363014,1000000
936553779,3000000
817291678,11325000
983201080,3000000
815072015,10000000
908649955,500000
865666364,450000
934946168,3000000
335011978,450000
848923999,11500000
877150985,500000
762567467,1000000
819878555,3000000
779007978,3000000
328383989,3000000
909282726,500000
343614668,450000
343205239,450000
928627282,3000000
343685669,450000
923078779,3000000
369523356,1000000
707797999,11000000
339122789,5000000
356506066,450000
763188000,1000000
702688044,1000000
566686279,5000000
332184399,450000
799250493,1000000
817052011,15000000
346150272,500000
357140395,450000
332374279,450000
399400383,13500000
382052013,1000000
332106039,450000
888014140,3000000
971656635,450000
877120685,500000
334553866,450000
829136886,10000000
862896796,450000
904066088,13125000
705793777,5000000
795682382,1000000
925251965,10175000
946802213,1000000
389371777,5000000
964618419,500000
899966896,12000000
778526876,1000000
825478686,3000000
877112237,500000
866578679,3000000
934185266,500000
866398366,450000
334121366,450000
372698014,500000
937566779,12000000
353273699,450000
813776777,90000000
922414888,12000000
344293686,450000
342561993,5000000
858950950,5000000
353543739,500000
918004773,5000000
928783837,1000000
969282687,10000000
816658000,1000000
867474913,500000
972988284,500000
334694879,450000
988333338,12000000
366626005,500000
913972014,3000000
362093696,500000
397020239,1000000
913357528,500000
911866060,14800000
383397227,450000
326450739,450000
766607777,5000000
352179999,114000000
795725325,1000000
937821968,3000000
932053063,500000
763637537,1000000
845994868,1000000
854964678,11325000
794069069,14000000
774458885,500000
985487330,1000000
939847570,500000
782224666,13000000
929111959,10000000
965933668,12000000
326306766,450000
865767852,450000
902878044,10000000
794991368,3000000
877111389,500000
583471997,500000
866711266,450000
388981777,5000000
908150588,3000000
977613755,59000000
329275225,450000
859585756,11000000
795754759,1000000
354949939,3000000
825376868,10000000
365026999,10100000
385457139,500000
932531712,1000000
879287928,500000
944316393,1000000
343620686,450000
889999368,3000000
926434383,500000
852536536,10000000
899992015,10100000
363326999,11000000
836689678,80000000
343000286,450000
329577712,450000
333746599,450000
902111293,3000000
565310999,3000000
326658880,450000
768523686,1000000
332181008,450000
948041086,1000000
763715012,1000000
869379661,500000
773939997,139000000
903174488,5000000
921727393,1000000
762700708,1000000
855555791,500000
855807678,11325000
989908517,450000
877109799,500000
888887572,3000000
868941985,3000000
774313678,12000000
902932677,5000000
916454939,3000000
788885789,180000000
905795466,3000000
926325166,1000000
922480266,500000
776809666,10125000
829084678,11325000
985383902,450000
326592221,450000
936606484,13125000
934778778,55000000
762515015,1000000
708083783,1000000
922873999,14700000
835279333,500000
868690602,500000
337699668,5000000
967435986,1000000
799142742,1000000
763672072,1000000
708088266,1000000
937882855,3000000
877153322,500000
777363698,139000000
346670001,450000
901108118,5000000
338333833,13000000
932736353,5000000
969629363,500000
377345678,1000000
329240179,450000
907680286,3000000
866200994,450000
899681983,5000000
796365889,55000000
909572375,500000
927725776,500000
867686896,3000000
795384555,5000000
973851999,55000000
961083616,500000
972568152,450000
868638998,5000000
343280907,450000
332368488,450000
763022766,1000000
528952003,500000
349337999,12000000
828038686,3000000
329954994,450000
946810826,1000000
948987567,3000000
848122013,15000000
974568854,450000
938740770,500000
906541974,3000000
934533439,1000000
879285552,500000
395360000,13600000
702635151,1000000
843986886,75000000
852686686,5000000
795719012,1000000
879486938,500000
762661962,1000000
856116801,13000000
943869191,1000000
981010398,500000
795747749,1000000
984390299,3000000
328567968,5000000
866161615,65000000
359173488,450000
705220223,1000000
789332332,12000000
981497956,5000000
911956639,3000000
379302382,10000000
862902489,450000
702350888,3000000
366828339,450000
332640566,450000
708074874,1000000
975920694,500000
332843799,450000
702995599,1000000
329759139,450000
762566011,1000000
329612444,450000
327377721,450000
945924959,1000000
795688600,1000000
343852466,450000
344280972,450000
904789911,10000000
984021003,3000000
782952345,3000000
792888884,3000000
333382969,5000000
963906390,500000
334246266,450000
356191181,450000
982676499,3000000
362138086,500000
995332005,10400000
911812299,3000000
939913319,10100000
983469178,450000
763556123,1000000
369324234,450000
877338852,500000
865078786,450000
961405722,500000
789120693,1000000
889798082,1000000
356789430,500000
358057345,450000
931491444,1000000
329474878,450000
986363279,3000000
912199369,3000000
328411196,450000
763888017,10000000
327968896,90000000
772840099,5000000
939772164,500000
819840123,5000000
927082679,3000000
372941345,1000000
938263268,3000000
969840722,500000
346674666,1939999999
904786432,1000000
369153253,12000000
343651971,450000
379322888,12000000
819450000,10000000
927124679,1000000
988363999,120000000
976608981,5000000
888952129,1000000
799144566,1000000
392006068,3000000
967532007,5000000
336172239,450000
328751599,450000
776698689,12000000
879821286,500000
377205666,10000000
971460885,500000
334227770,450000
343280785,450000
988382017,3000000
862944669,450000
877108966,500000
919257979,14000000
909679365,500000
969929272,100000000
328882368,450000
335277763,450000
898309240,1000000
981062569,1000000
966954339,3000000
862228998,500000
342605679,500000
334449788,450000
987777577,5000000
972130961,450000
777777904,11700000
866334386,10000000
946170590,1000000
868117736,500000
563141989,500000
389838989,12000000
936821812,3000000
964004048,500000
787272666,50000000
816389777,3000000
936475289,1000000
327141081,450000
786337879,12000000
879882456,500000
332095699,450000
927272786,500000
963945767,500000
332360988,450000
776775999,5000000
399111696,3000000
879488598,500000
973819576,1000000
945592110,1000000
383642639,450000
566789389,3000000
336261273,450000
985544460,450000
888932369,12300000
346019567,450000
996931987,1000000
981615615,1000000
332900689,500000
877109488,500000
929130130,5000000
921802777,5000000
797626626,5000000
386270668,450000
334240976,450000
334162018,500000
343192139,450000
911233232,1000000
763526126,1000000
328662015,450000
915131544,1000000
898981414,5000000
763641962,1000000
568353668,5000000
926559579,1000000
329755988,450000
966386698,15000000
815278989,3000000
854606606,55700000
889818898,12000000
762691966,1000000
785399939,3000000
342948179,450000
342733335,3000000
366337777,5000000
962202594,3000000
974801086,450000
365834999,10000000
985141787,3000000
919003667,12000000
824563579,5000000
923091978,12000000
926514868,500000
396600112,3000000
336247239,450000
919545544,1000000
335241276,450000
815020282,3000000
947887219,1000000
879930989,500000
333075889,450000
944084889,1000000
766525525,12000000
963387179,230000000
327318739,450000
354916088,500000
779563222,3000000
333127566,450000
705982682,1000000
969926488,3000000
815125969,500000
858594999,12000000
909532824,100000000
865446630,450000
946673663,5000000
818289368,3000000
965212121,92000000
562939939,12000000
939681789,10000000
765696869,268000000
346001221,450000
398721722,68000000
822014678,11325000
783637968,5000000
795711978,1000000
799054654,1000000
762522022,1000000
329649799,500000
948953247,1000000
931871456,3000000
352670505,15000000
928253666,11800000
386306539,450000
352160107,500000
858964678,11325000
867000643,450000
843726999,5000000
778522833,1000000
343310374,450000
374552386,450000
797565678,3000000
942355065,1000000
833558655,12000000
865619684,450000
333615445,66000000
926655955,500000
764185888,3000000
568191991,500000
566486668,3000000
766661389,15000000
878507979,3000000
763014019,1000000
907141992,5000000
829437678,11325000
901537345,3000000
702655199,1000000
866910799,5000000
926450666,10100000
785478555,5000000
961624855,500000
332290706,450000
941763272,1000000
386691995,3000000
336201275,450000
986264666,3000000
878515171,500000
389311773,1000000
818539777,3000000
877152199,500000
889386668,69000000
909620702,500000
334140539,450000
987772022,3000000
342805088,450000
327289266,450000
886413961,1000000
922737476,500000
777070202,3000000
848899997,135000000
927937866,500000
982494560,450000
962994113,3000000
762633622,1000000
339232668,5000000
941593747,1000000
983349464,500000
834578777,3000000
335645286,450000
765437555,5000000
975412373,450000
354816989,450000
972302011,3000000
703059555,5000000
859335839,500000
343441339,450000
867188328,5000000
941472978,500000
824387878,5000000
335811788,450000
344130614,450000
339838983,5000000
922743179,500000
702717317,1000000
946042005,3000000
328602011,3000000
374120296,450000
763456666,500000
326452139,450000
847772013,500000
336030794,450000
987353794,450000
382652017,3000000
974792378,450000
335090714,450000
964050505,103000000
329439286,450000
357768199,900000000
942110193,1000000
866204588,450000
909173513,1000000
799036262,1000000
793886986,68000000
889724106,1000000
912668813,500000
825560999,12000000
763652651,1000000
961550856,500000
778000234,1000000
763617474,1000000
888161225,500000
343877227,450000
865369676,450000
327933347,450000
794834768,13600000
971958747,450000
862954669,450000
848654678,11325000
917888000,3000000
795622121,1000000
946955760,5000000
373752999,12000000
702062011,1000000
779585858,11000000
973332222,250000000
763722121,1000000
902702112,3000000
774319999,1000000
982451093,500000
357233233,1000000
762667967,1000000
764160234,1000000
763608308,1000000
865055584,450000
866458798,72000000
334544166,450000
974266259,500000
921084568,5000000
905073838,1000000
329674899,450000
865777873,450000
762722577,1000000
899647399,1000000
866196782,500000
338795399,450000
943990404,1000000
977123663,5000000
862889486,450000
925310999,11500000
334437339,450000
938737210,3000000
348993888,11390000
919297700,3000000
362093883,1000000
926792979,3000000
702097999,10000000
926116007,79000000
325427667,450000
793971999,13000000
846396678,11325000
325434641,450000
981127297,1000000
707767679,11250000
909270663,1000000
343082186,450000
877112969,500000
763729494,1000000
333047669,450000
987777962,5000000
971139663,3000000
814009333,5000000
708152151,1000000
762666411,1000000
988604890,500000
327527639,450000
333645386,450000
333128266,450000
762644500,1000000
327191103,450000
333117439,450000
386139239,12650000
343065689,450000
862230320,3000000
903489878,65000000
762625425,1000000
961592626,10000000
967776742,500000
833676666,69000000
858548686,12500000
566595939,1000000
862922178,450000
769180999,5000000
972682022,3000000
907627292,12000000
795666400,1000000
938606050,13500000
328630004,450000
948544959,1000000
343037139,450000
375960168,1000000
335180804,450000
383779955,3000000
813779339,3000000
982683599,13500000
708088344,1000000
812807678,11325000
853084678,11325000
832182000,5000000
795652654,1000000
762788766,1000000
818886166,500000
978825898,3000000
772361868,135000000
936877879,14000000
847640456,500000
898071618,500000
974438486,3000000
388176739,5000000
931766997,3000000
865589668,10200000
702659654,1000000
326906446,450000
948706666,145000000
922547888,11000000
523891983,500000
911796579,10000000
334100803,450000
786660550,3000000
877177710,500000
879610669,500000
373115653,10000000
912557768,11900000
929098979,3000000
971986940,450000
342846444,450000
762581181,1000000
774100234,5000000
336291203,450000
327952188,450000
888969000,10300000
971674891,450000
334642456,450000
327767776,450000
946775868,1000000
947040941,1000000
866002321,450000
374710710,500000
399555168,12000000
328190791,450000
813541555,110000000
904728724,1000000
332546556,5000000
972866189,3000000
853036888,10620000
981747892,450000
825508999,11700000
865220689,450000
708145149,1000000
979399666,55000000
582316555,3000000
901323457,5000000
778543643,1000000
961162639,5000000
777747666,3000000
918541105,500000
901291010,5000000
852686186,60000000
889889394,1000000
923956666,10000000
866134572,450000
338780988,450000
866490330,450000
763344699,86000000
795754757,1000000
879400477,500000
945298412,1000000
901314242,5000000
962340278,500000
904737478,1000000
848885899,3000000
372921115,450000
773306876,1000000
399848899,13000000
325012017,13500000
967656683,500000
332260079,12000000
985271838,12000000
799536373,5000000
762799166,1000000
934183266,500000
862962178,450000
705216210,1000000
889868616,3000000
335598123,450000
877777775,204000000
705757888,1000000
705888686,500000
826015999,10000000
888089797,650000000
344342442,500000
916615786,3000000
888389979,500000000
963511399,5000000
795631967,1000000
969230775,3000000
934156116,500000
986069566,5000000
866394443,450000
363708086,450000
924416777,5000000
799122776,1000000
837253259,15000000
343035199,450000
708181681,1000000
702798598,1000000
939695999,3000000
868610668,3000000
838638866,3000000
389981989,5000000
343148779,3000000
332857039,500000
832929292,11000000
828135799,5000000
868588852,500000
704180179,1000000
926302309,500000
853387678,11325000
772754567,3000000
832222886,500000
705232543,1000000
